hotel_name,city,priority_band,priority_score,website,phone,contact_status,factual_summary,subject_line,hook,cold_email,followup_email,source_file
"Hotel Orlan ( hotel Ružinov , Hotels )",Ružinov,Medium-High,8.34,http://www.orlan.sk/,+421 915 626 500,Overené z raw vstupu: web aj telefón,"Hotel: Hotel Orlan ( hotel Ružinov , Hotels ) | Mesto: Ružinov | Kategória: Hotel | Priorita: Medium-High (8.34) | Hodnotenie: 3.9/5 z 447 recenzií | Web: http://www.orlan.sk/ | Telefón: +421 915 626 500 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené)","Hotel Orlan ( hotel Ružinov , Hotels ): krátky nápad","Pozeral som sa na Hotel Orlan ( hotel Ružinov , Hotels ) v lokalite Ružinov.","Dobrý deň,

Pozeral som sa na Hotel Orlan ( hotel Ružinov , Hotels ) v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (8.34), s hodnotením 3.9/5 z 447 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Orlan ( hotel Ružinov , Hotels ).
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Orlan ( hotel Ružinov , Hotels ).
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Elysium Spa,Staré Mesto,Medium-High,8.34,https://www.elysiumspa.sk/,+421 911 889 771,Overené z raw vstupu: web aj telefón,Hotel: Elysium Spa | Mesto: Staré Mesto | Kategória: Wellness centrum | Priorita: Medium-High (8.34) | Hodnotenie: 4.7/5 z 75 recenzií | Web: https://www.elysiumspa.sk/ | Telefón: +421 911 889 771 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Elysium Spa: krátky nápad,Pozeral som sa na Elysium Spa v lokalite Staré Mesto.,"Dobrý deň,

Pozeral som sa na Elysium Spa v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.34), s hodnotením 4.7/5 z 75 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Elysium Spa.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Elysium Spa.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Albrecht,Bratislava,Medium-High,8.33,https://www.hotelalbrecht.sk/,+421 907 666 600,Overené z raw vstupu: web aj telefón,Hotel: Hotel Albrecht | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.33) | Hodnotenie: 4.5/5 z 383 recenzií | Web: https://www.hotelalbrecht.sk/ | Telefón: +421 907 666 600 | Otváracie hodiny: Otváracie hodiny: Pondelok - Sobota: 7.30 - 22.00 Nedeľa: 8.00 - 20.00 (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Albrecht: krátky nápad,Pozeral som sa na Hotel Albrecht v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Hotel Albrecht v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.33), s hodnotením 4.5/5 z 383 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Albrecht.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Albrecht.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Boutique Apartments Possonium,Bratislava,Medium-High,8.28,http://www.possonium.sk/,+421 911 754 339,Overené z raw vstupu: web aj telefón,Hotel: Boutique Apartments Possonium | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.28) | Hodnotenie: 4.1/5 z 365 recenzií | Web: http://www.possonium.sk/ | Telefón: +421 911 754 339 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Boutique Apartments Possonium: krátky nápad,Pozeral som sa na Boutique Apartments Possonium v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Boutique Apartments Possonium v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.28), s hodnotením 4.1/5 z 365 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Boutique Apartments Possonium.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Boutique Apartments Possonium.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Penzion Helios,Devínska Nová Ves,Medium-High,8.22,http://www.penzionhelios.sk/,+421 903 420 206,Overené z raw vstupu: web aj telefón,Hotel: Penzion Helios | Mesto: Devínska Nová Ves | Kategória: Hotel | Priorita: Medium-High (8.22) | Hodnotenie: 4.3/5 z 293 recenzií | Web: http://www.penzionhelios.sk/ | Telefón: +421 903 420 206 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Penzion Helios: krátky nápad,Pozeral som sa na Penzion Helios v lokalite Devínska Nová Ves.,"Dobrý deň,

Pozeral som sa na Penzion Helios v lokalite Devínska Nová Ves.
Pozrel som si váš verejný profil v lokalite Devínska Nová Ves, s prioritou Medium-High (8.22), s hodnotením 4.3/5 z 293 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Penzion Helios.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Penzion Helios.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
The Spa - Luxury thai massage & Spa,Petržalka,Medium-High,8.2,http://www.thespa.sk/,+421 911 100 861,Overené z raw vstupu: web aj telefón,Hotel: The Spa - Luxury thai massage & Spa | Mesto: Petržalka | Kategória: Masér | Priorita: Medium-High (8.2) | Hodnotenie: 4.8/5 z 220 recenzií | Web: http://www.thespa.sk/ | Telefón: +421 911 100 861 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),The Spa - Luxury thai massage & Spa: krátky nápad,Pozeral som sa na The Spa - Luxury thai massage & Spa v lokalite Petržalka.,"Dobrý deň,

Pozeral som sa na The Spa - Luxury thai massage & Spa v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (8.2), s hodnotením 4.8/5 z 220 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre The Spa - Luxury thai massage & Spa.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre The Spa - Luxury thai massage & Spa.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Marrol's Boutique Hotel,Bratislava,Medium-High,8.17,http://www.hotelmarrols.sk/,+421 2/577 846 00,Overené z raw vstupu: web aj telefón,Hotel: Marrol's Boutique Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.17) | Hodnotenie: 4.7/5 z 1448 recenzií | Web: http://www.hotelmarrols.sk/ | Telefón: +421 2/577 846 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Marrol's Boutique Hotel: krátky nápad,Pozeral som sa na Marrol's Boutique Hotel v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Marrol's Boutique Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.17), s hodnotením 4.7/5 z 1448 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Marrol's Boutique Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Marrol's Boutique Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
ARCADIA BOUTIQUE HOTEL,Staré Mesto,Medium-High,8.16,http://www.arcadiahotel.sk/,+421 2/594 905 00,Overené z raw vstupu: web aj telefón,Hotel: ARCADIA BOUTIQUE HOTEL | Mesto: Staré Mesto | Kategória: Hotel | Priorita: Medium-High (8.16) | Hodnotenie: 4.6/5 z 776 recenzií | Web: http://www.arcadiahotel.sk/ | Telefón: +421 2/594 905 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),ARCADIA BOUTIQUE HOTEL: krátky nápad,Pozeral som sa na ARCADIA BOUTIQUE HOTEL v lokalite Staré Mesto.,"Dobrý deň,

Pozeral som sa na ARCADIA BOUTIQUE HOTEL v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.16), s hodnotením 4.6/5 z 776 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre ARCADIA BOUTIQUE HOTEL.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre ARCADIA BOUTIQUE HOTEL.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Centrum Salvator,Bratislava,Medium-High,8.16,http://www.centrumsalvator.sk/,+421 950 507 258,Overené z raw vstupu: web aj telefón,Hotel: Centrum Salvator | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.16) | Hodnotenie: 4.6/5 z 599 recenzií | Web: http://www.centrumsalvator.sk/ | Telefón: +421 950 507 258 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Centrum Salvator: krátky nápad,Pozeral som sa na Centrum Salvator v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Centrum Salvator v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.16), s hodnotením 4.6/5 z 599 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Centrum Salvator.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Centrum Salvator.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Avance,Bratislava,Medium-High,8.16,http://www.hotelavance.com/,+421 2/592 084 00,Overené z raw vstupu: web aj telefón,Hotel: Hotel Avance | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.16) | Hodnotenie: 4.6/5 z 595 recenzií | Web: http://www.hotelavance.com/ | Telefón: +421 2/592 084 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Avance: krátky nápad,Pozeral som sa na Hotel Avance v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Hotel Avance v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.16), s hodnotením 4.6/5 z 595 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Avance.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Avance.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Lindner Hotel Bratislava - JDV by Hyatt,Bratislava,Medium-High,8.15,https://www.hyatt.com/en-US/hotel/slovakia/lindner-hotel-bratislava/btsjb?src=corp_lclb_google_seo_btsjb&utm_source=google&utm_medium=organic&utm_campaign=lmr,+421 2/399 300 00,Overené z raw vstupu: web aj telefón,Hotel: Lindner Hotel Bratislava - JDV by Hyatt | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 4.5/5 z 2286 recenzií | Web: https://www.hyatt.com/en-US/hotel/slovakia/lindner-hotel-bratislava/btsjb?src=corp_lclb_google_seo_btsjb&utm_source=google&utm_medium=organic&utm_campaign=lmr | Telefón: +421 2/399 300 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Lindner Hotel Bratislava - JDV by Hyatt: krátky nápad,Pozeral som sa na Lindner Hotel Bratislava - JDV by Hyatt v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Lindner Hotel Bratislava - JDV by Hyatt v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 4.5/5 z 2286 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Lindner Hotel Bratislava - JDV by Hyatt.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Lindner Hotel Bratislava - JDV by Hyatt.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Matyšák,Staré Mesto,Medium-High,8.15,http://www.hotelmatysak.sk/,+421 2/206 340 01,Overené z raw vstupu: web aj telefón,Hotel: Hotel Matyšák | Mesto: Staré Mesto | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 4.5/5 z 838 recenzií | Web: http://www.hotelmatysak.sk/ | Telefón: +421 2/206 340 01 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Matyšák: krátky nápad,Pozeral som sa na Hotel Matyšák v lokalite Staré Mesto.,"Dobrý deň,

Pozeral som sa na Hotel Matyšák v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.15), s hodnotením 4.5/5 z 838 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Matyšák.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Matyšák.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel NH Bratislava Gate One,Bratislava,Medium-High,8.15,https://www.nh-hotels.com/en/hotel/nh-bratislava-gate-one?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,+421 2/327 701 10,Overené z raw vstupu: web aj telefón,Hotel: Hotel NH Bratislava Gate One | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 4.5/5 z 2194 recenzií | Web: https://www.nh-hotels.com/en/hotel/nh-bratislava-gate-one?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb | Telefón: +421 2/327 701 10 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel NH Bratislava Gate One: krátky nápad,Pozeral som sa na Hotel NH Bratislava Gate One v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Hotel NH Bratislava Gate One v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 4.5/5 z 2194 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel NH Bratislava Gate One.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel NH Bratislava Gate One.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Felicity Garni Hotel,Bratislava,Medium-High,8.15,https://www.felicityhotel.sk/,+421 910 188 288,Overené z raw vstupu: web aj telefón,Hotel: Felicity Garni Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 4.5/5 z 517 recenzií | Web: https://www.felicityhotel.sk/ | Telefón: +421 910 188 288 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Felicity Garni Hotel: krátky nápad,Pozeral som sa na Felicity Garni Hotel v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Felicity Garni Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 4.5/5 z 517 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Felicity Garni Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Felicity Garni Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Suza,Bratislava,Medium-High,8.15,http://cuz.sk/,+421 915 846 345,Overené z raw vstupu: web aj telefón,Hotel: Suza | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 3.4/5 z 307 recenzií | Web: http://cuz.sk/ | Telefón: +421 915 846 345 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Suza: krátky nápad,Pozeral som sa na Suza v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Suza v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 3.4/5 z 307 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Suza.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Suza.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Antares,Bratislava,Medium-High,8.14,http://www.hotelantares.sk/,+421 910 785 020,Overené z raw vstupu: web aj telefón,Hotel: Hotel Antares | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.14) | Hodnotenie: 4.4/5 z 575 recenzií | Web: http://www.hotelantares.sk/ | Telefón: +421 910 785 020 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Check-in od 14:00 / Check-out do 11:00 (Overené vo verejnom zdroji),Hotel Antares: krátky nápad,Pozeral som sa na Hotel Antares v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Hotel Antares v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.4/5 z 575 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Antares.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Antares.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
APLEND CITY Hotel Perugia,Bratislava,Medium-High,8.14,https://www.aplendcity.com/sk/hotel-perugia,+421 902 411 111,Overené z raw vstupu: web aj telefón,Hotel: APLEND CITY Hotel Perugia | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.14) | Hodnotenie: 4.5/5 z 488 recenzií | Web: https://www.aplendcity.com/sk/hotel-perugia | Telefón: +421 902 411 111 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),APLEND CITY Hotel Perugia: krátky nápad,Pozeral som sa na APLEND CITY Hotel Perugia v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na APLEND CITY Hotel Perugia v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.5/5 z 488 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre APLEND CITY Hotel Perugia.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre APLEND CITY Hotel Perugia.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
PREMIUM Business Hotel Bratislava,Bratislava,Medium-High,8.14,http://www.hotel-premium.sk/,+421 2/494 910 55,Overené z raw vstupu: web aj telefón,Hotel: PREMIUM Business Hotel Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.14) | Hodnotenie: 4.4/5 z 1281 recenzií | Web: http://www.hotel-premium.sk/ | Telefón: +421 2/494 910 55 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),PREMIUM Business Hotel Bratislava: krátky nápad,Pozeral som sa na PREMIUM Business Hotel Bratislava v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na PREMIUM Business Hotel Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.4/5 z 1281 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre PREMIUM Business Hotel Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre PREMIUM Business Hotel Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Vienna House Easy Bratislava,Bratislava,Medium-High,8.13,https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796,+421 2/322 991 00,Overené z raw vstupu: web aj telefón,Hotel: Vienna House Easy Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.13) | Hodnotenie: 4.3/5 z 2338 recenzií | Web: https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796 | Telefón: +421 2/322 991 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Vienna House Easy Bratislava: krátky nápad,Pozeral som sa na Vienna House Easy Bratislava v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Vienna House Easy Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 2338 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Vienna House Easy Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Vienna House Easy Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Best Place Apartments,Bratislava,Medium-High,8.13,http://www.bestplace.city/,+421 905 111 123,Overené z raw vstupu: web aj telefón,Hotel: Best Place Apartments | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.13) | Hodnotenie: 4.3/5 z 611 recenzií | Web: http://www.bestplace.city/ | Telefón: +421 905 111 123 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Best Place Apartments: krátky nápad,Pozeral som sa na Best Place Apartments v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Best Place Apartments v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 611 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Best Place Apartments.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Best Place Apartments.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Dobrá Lipa,Vajnory,Medium-High,8.13,http://www.dobralipa.sk/,+421 948 115 179,Overené z raw vstupu: web aj telefón,Hotel: Dobrá Lipa | Mesto: Vajnory | Kategória: Wellness a masáže | Priorita: Medium-High (8.13) | Hodnotenie: 4.8/5 z 147 recenzií | Web: http://www.dobralipa.sk/ | Telefón: +421 948 115 179 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Dobrá Lipa: krátky nápad,Pozeral som sa na Dobrá Lipa v lokalite Vajnory.,"Dobrý deň,

Pozeral som sa na Dobrá Lipa v lokalite Vajnory.
Pozrel som si váš verejný profil v lokalite Vajnory, s prioritou Medium-High (8.13), s hodnotením 4.8/5 z 147 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Dobrá Lipa.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Dobrá Lipa.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Saffron,Bratislava,Medium-High,8.13,http://www.hotelsaffron.sk/,+421 2/212 993 01,Overené z raw vstupu: web aj telefón,Hotel: Hotel Saffron | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.13) | Hodnotenie: 4.3/5 z 2242 recenzií | Web: http://www.hotelsaffron.sk/ | Telefón: +421 2/212 993 01 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Saffron: krátky nápad,Pozeral som sa na Hotel Saffron v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Hotel Saffron v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 2242 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Saffron.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Saffron.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
