hotel_name,city,country_code,website,phone,category_name,all_categories,review_score,reviews_count,priority_score,priority_band,hotel_opening_hours,hotel_opening_hours_status,hotel_opening_hours_source_url,hotel_opening_hours_source_type,checkin_checkout_info,checkin_checkout_status,checkin_checkout_source_url,checkin_checkout_source_type,checkin_checkout_source_origin,checkin_checkout_completeness,public_source_reachable,public_source_fetch_status,contact_status,factual_summary,give_first_insight,main_observed_issue,email_hook,micro_cta,primary_email_goal,proof_snippet,email_angle,cta_type,variant_id,test_batch,reply_outcome,source_url,source_file
Boutique Apartments Possonium,Bratislava,SK,http://www.possonium.sk/,+421 911 754 339,Hotel,Hotel | Ubytovanie s izbovou službou,4.1,365,8.28,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Boutique Apartments Possonium | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.28) | Hodnotenie: 4.1/5 z 365 recenzií | Web: http://www.possonium.sk/ | Telefón: +421 911 754 339 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Boutique Apartments Possonium v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Boutique%20Apartments%20Possonium&query_place_id=ChIJhW9dZlGJbEcR8GynZ0hEwng,raw_bratislava region_2026-04-01_21-01-58-857.csv
Penzion Helios,Devínska Nová Ves,SK,http://www.penzionhelios.sk/,+421 903 420 206,Hotel,Hotel | Reštaurácia,4.3,293,8.22,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Penzion Helios | Mesto: Devínska Nová Ves | Kategória: Hotel | Priorita: Medium-High (8.22) | Hodnotenie: 4.3/5 z 293 recenzií | Web: http://www.penzionhelios.sk/ | Telefón: +421 903 420 206 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Penzion Helios v lokalite Devínska Nová Ves.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Penzion%20Helios&query_place_id=ChIJY3WJVhLzbEcRZg5TC_-saCo,raw_bratislava region_2026-04-01_21-01-58-857.csv
The Spa - Luxury thai massage & Spa,Petržalka,SK,http://www.thespa.sk/,+421 911 100 861,Masér,Masér | Wellness a masáže | Thajský masér,4.8,220,8.2,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: The Spa - Luxury thai massage & Spa | Mesto: Petržalka | Kategória: Masér | Priorita: Medium-High (8.2) | Hodnotenie: 4.8/5 z 220 recenzií | Web: http://www.thespa.sk/ | Telefón: +421 911 100 861 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na The Spa - Luxury thai massage & Spa v lokalite Petržalka.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=The%20Spa%20-%20Luxury%20thai%20massage%20%26%20Spa&query_place_id=ChIJE8sS3baJbEcRNlG-45Mz2O4,raw_bratislava region_2026-04-01_21-01-58-857.csv
Marrol's Boutique Hotel,Bratislava,SK,http://www.hotelmarrols.sk/,+421 2/577 846 00,Hotel,Hotel,4.7,1448,8.17,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Marrol's Boutique Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.17) | Hodnotenie: 4.7/5 z 1448 recenzií | Web: http://www.hotelmarrols.sk/ | Telefón: +421 2/577 846 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Marrol's Boutique Hotel v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Marrol's%20Boutique%20Hotel&query_place_id=ChIJWbrK9UGJbEcRPdhuUlO5nwY,raw_bratislava region_2026-04-01_21-01-58-857.csv
ARCADIA BOUTIQUE HOTEL,Staré Mesto,SK,http://www.arcadiahotel.sk/,+421 2/594 905 00,Hotel,Hotel,4.6,776,8.16,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: ARCADIA BOUTIQUE HOTEL | Mesto: Staré Mesto | Kategória: Hotel | Priorita: Medium-High (8.16) | Hodnotenie: 4.6/5 z 776 recenzií | Web: http://www.arcadiahotel.sk/ | Telefón: +421 2/594 905 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na ARCADIA BOUTIQUE HOTEL v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=ARCADIA%20BOUTIQUE%20HOTEL&query_place_id=ChIJQ9oQtVyJbEcRK_lU89eyLpk,raw_bratislava region_2026-04-01_21-01-58-857.csv
Centrum Salvator,Bratislava,SK,http://www.centrumsalvator.sk/,+421 950 507 258,Hotel,Hotel,4.6,599,8.16,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Centrum Salvator | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.16) | Hodnotenie: 4.6/5 z 599 recenzií | Web: http://www.centrumsalvator.sk/ | Telefón: +421 950 507 258 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Centrum Salvator v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Centrum%20Salvator&query_place_id=ChIJxQ_dx0CJbEcRBMCxQgZNXpU,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Avance,Bratislava,SK,http://www.hotelavance.com/,+421 2/592 084 00,Hotel,Hotel,4.6,595,8.16,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Avance | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.16) | Hodnotenie: 4.6/5 z 595 recenzií | Web: http://www.hotelavance.com/ | Telefón: +421 2/592 084 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Avance v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Avance&query_place_id=ChIJNTLhdUKJbEcRvD6jOczmQFQ,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lindner Hotel Bratislava - JDV by Hyatt,Bratislava,SK,https://www.hyatt.com/en-US/hotel/slovakia/lindner-hotel-bratislava/btsjb?src=corp_lclb_google_seo_btsjb&utm_source=google&utm_medium=organic&utm_campaign=lmr,+421 2/399 300 00,Hotel,Hotel,4.5,2286,8.15,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Lindner Hotel Bratislava - JDV by Hyatt | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 4.5/5 z 2286 recenzií | Web: https://www.hyatt.com/en-US/hotel/slovakia/lindner-hotel-bratislava/btsjb?src=corp_lclb_google_seo_btsjb&utm_source=google&utm_medium=organic&utm_campaign=lmr | Telefón: +421 2/399 300 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Lindner Hotel Bratislava - JDV by Hyatt v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Lindner%20Hotel%20Bratislava%20-%20JDV%20by%20Hyatt&query_place_id=ChIJB1_JvkqJbEcRcqX4FI8vSDY,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Matyšák,Staré Mesto,SK,http://www.hotelmatysak.sk/,+421 2/206 340 01,Hotel,Hotel,4.5,838,8.15,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Matyšák | Mesto: Staré Mesto | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 4.5/5 z 838 recenzií | Web: http://www.hotelmatysak.sk/ | Telefón: +421 2/206 340 01 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Matyšák v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Maty%C5%A1%C3%A1k&query_place_id=ChIJw8l31FWJbEcRPBMjLeTBY7A,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel NH Bratislava Gate One,Bratislava,SK,https://www.nh-hotels.com/en/hotel/nh-bratislava-gate-one?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,+421 2/327 701 10,Hotel,Hotel,4.5,2194,8.15,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Hotel NH Bratislava Gate One | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 4.5/5 z 2194 recenzií | Web: https://www.nh-hotels.com/en/hotel/nh-bratislava-gate-one?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb | Telefón: +421 2/327 701 10 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel NH Bratislava Gate One v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20NH%20Bratislava%20Gate%20One&query_place_id=ChIJDzAsfSOPbEcRHKBdWT49FA8,raw_bratislava region_2026-04-01_21-01-58-857.csv
Felicity Garni Hotel,Bratislava,SK,https://www.felicityhotel.sk/,+421 910 188 288,Hotel,Hotel,4.5,517,8.15,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Felicity Garni Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 4.5/5 z 517 recenzií | Web: https://www.felicityhotel.sk/ | Telefón: +421 910 188 288 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Felicity Garni Hotel v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Felicity%20Garni%20Hotel&query_place_id=ChIJZxQCozqJbEcRGo1DO2fvE7c,raw_bratislava region_2026-04-01_21-01-58-857.csv
Suza,Bratislava,SK,http://cuz.sk/,+421 915 846 345,Hotel,Hotel | Reštaurácia,3.4,307,8.15,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Suza | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 3.4/5 z 307 recenzií | Web: http://cuz.sk/ | Telefón: +421 915 846 345 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Suza v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Suza&query_place_id=ChIJCYrHOPCLbEcRq68vav9QrtE,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Antares,Bratislava,SK,http://www.hotelantares.sk/,+421 910 785 020,Hotel,Hotel,4.4,575,8.14,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Check-in od 14:00 / Check-out do 11:00,Overené vo verejnom zdroji,http://www.hotelantares.sk/,homepage,text,paired,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Antares | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.14) | Hodnotenie: 4.4/5 z 575 recenzií | Web: http://www.hotelantares.sk/ | Telefón: +421 910 785 020 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Check-in od 14:00 / Check-out do 11:00 (Overené vo verejnom zdroji),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Antares v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Antares&query_place_id=ChIJEUb-euKLbEcRIfrsouCOctg,raw_bratislava region_2026-04-01_21-01-58-857.csv
APLEND CITY Hotel Perugia,Bratislava,SK,https://www.aplendcity.com/sk/hotel-perugia,+421 902 411 111,Hotel,Hotel,4.5,488,8.14,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: APLEND CITY Hotel Perugia | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.14) | Hodnotenie: 4.5/5 z 488 recenzií | Web: https://www.aplendcity.com/sk/hotel-perugia | Telefón: +421 902 411 111 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na APLEND CITY Hotel Perugia v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=APLEND%20CITY%20Hotel%20Perugia&query_place_id=ChIJSbTtzEKJbEcRquztrqKAz48,raw_bratislava region_2026-04-01_21-01-58-857.csv
PREMIUM Business Hotel Bratislava,Bratislava,SK,http://www.hotel-premium.sk/,+421 2/494 910 55,Hotel,Hotel,4.4,1281,8.14,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: PREMIUM Business Hotel Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.14) | Hodnotenie: 4.4/5 z 1281 recenzií | Web: http://www.hotel-premium.sk/ | Telefón: +421 2/494 910 55 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na PREMIUM Business Hotel Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=PREMIUM%20Business%20Hotel%20Bratislava&query_place_id=ChIJtzGAIs2ObEcRWMGtyyGbALI,raw_bratislava region_2026-04-01_21-01-58-857.csv
Vienna House Easy Bratislava,Bratislava,SK,https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796,+421 2/322 991 00,Hotel,Hotel,4.3,2338,8.13,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Vienna House Easy Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.13) | Hodnotenie: 4.3/5 z 2338 recenzií | Web: https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796 | Telefón: +421 2/322 991 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Vienna House Easy Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Vienna%20House%20Easy%20Bratislava&query_place_id=ChIJYUQ2ex-PbEcRK1a3LF8ENa0,raw_bratislava region_2026-04-01_21-01-58-857.csv
Best Place Apartments,Bratislava,SK,http://www.bestplace.city/,+421 905 111 123,Hotel,Hotel,4.3,611,8.13,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Check-in od 15:00:00 / Check-out do 10:00:00,Overené vo verejnom zdroji,http://www.bestplace.city/,homepage,text,paired,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Best Place Apartments | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.13) | Hodnotenie: 4.3/5 z 611 recenzií | Web: http://www.bestplace.city/ | Telefón: +421 905 111 123 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Check-in od 15:00:00 / Check-out do 10:00:00 (Overené vo verejnom zdroji),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Best Place Apartments v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Best%20Place%20Apartments&query_place_id=ChIJP5f2Z0uJbEcRVAf_kscdri0,raw_bratislava region_2026-04-01_21-01-58-857.csv
Dobrá Lipa,Vajnory,SK,http://www.dobralipa.sk/,+421 948 115 179,Wellness a masáže,Wellness a masáže | Kaviareň | Ubytovanie s izbovou službou,4.8,147,8.13,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Dobrá Lipa | Mesto: Vajnory | Kategória: Wellness a masáže | Priorita: Medium-High (8.13) | Hodnotenie: 4.8/5 z 147 recenzií | Web: http://www.dobralipa.sk/ | Telefón: +421 948 115 179 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Dobrá Lipa v lokalite Vajnory.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Dobr%C3%A1%20Lipa&query_place_id=ChIJUSIEwriPbEcRvQf0diP703g,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Saffron,Bratislava,SK,http://www.hotelsaffron.sk/,+421 2/212 993 01,Hotel,Hotel,4.3,2242,8.13,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Saffron | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.13) | Hodnotenie: 4.3/5 z 2242 recenzií | Web: http://www.hotelsaffron.sk/ | Telefón: +421 2/212 993 01 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Saffron v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Saffron&query_place_id=ChIJnb2u5k6JbEcRnI_kXevzJsI,raw_bratislava region_2026-04-01_21-01-58-857.csv
