hotel_name,city,priority_band,priority_score,website,phone,contact_status,factual_summary,subject_line,hook,give_first_insight,main_observed_issue,email_hook,micro_cta,primary_email_goal,proof_snippet,email_angle,cta_type,variant_id,test_batch,reply_outcome,personalization_line,give_first_line,relevance_line,low_friction_cta,proof_line,cold_email,followup_email,source_file
"ZEN SPA - float, privátna sauna, masáž",Bratislava,Medium-High,7.7,http://www.zenspa.sk/,+421 948 888 700,Overené z raw vstupu: web aj telefón,"Hotel: ZEN SPA - float, privátna sauna, masáž | Mesto: Bratislava | Kategória: Wellness a masáže | Priorita: Medium-High (7.7) | Hodnotenie: 4.8/5 z 316 recenzií | Web: http://www.zenspa.sk/ | Telefón: +421 948 888 700 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené)","ZEN SPA - float, privátna sauna, masáž: krátky postreh","Pozeral som sa na ZEN SPA - float, privátna sauna, masáž v lokalite Bratislava.",Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"Pozeral som sa na ZEN SPA - float, privátna sauna, masáž v lokalite Bratislava.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,"Pozeral som sa na ZEN SPA - float, privátna sauna, masáž v lokalite Bratislava.",Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.7), s hodnotením 4.8/5 z 316 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na ZEN SPA - float, privátna sauna, masáž v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.7), s hodnotením 4.8/5 z 316 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre ZEN SPA - float, privátna sauna, masáž.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hostel Alex,Bratislava,Medium-High,7.52,http://ubytovna-alex6.webnode.sk/,+421 908 206 288,Overené z raw vstupu: web aj telefón,Hotel: Hostel Alex | Mesto: Bratislava | Kategória: Hostel | Priorita: Medium-High (7.52) | Hodnotenie: 3.9/5 z 231 recenzií | Web: http://ubytovna-alex6.webnode.sk/ | Telefón: +421 908 206 288 | Otváracie hodiny: Recepcia - tel. od 07:00 do 20:30 info@alexgrand.sk +421 908 206 288 Hostel Alex Úvod IZBY Cenník Foto (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hostel Alex: krátky postreh,Pozeral som sa na Hostel Alex v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hostel Alex v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Hostel Alex v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.52), s hodnotením 3.9/5 z 231 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Hostel Alex v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.52), s hodnotením 3.9/5 z 231 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hostel Alex.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Uninova Hostel,Bratislava,Medium-High,7.51,http://www.uninovahostel.sk/,+421 2/492 080 33,Overené z raw vstupu: web aj telefón,Hotel: Uninova Hostel | Mesto: Bratislava | Kategória: Hostel | Priorita: Medium-High (7.51) | Hodnotenie: 3.6/5 z 252 recenzií | Web: http://www.uninovahostel.sk/ | Telefón: +421 2/492 080 33 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Uninova Hostel: krátky postreh,Pozeral som sa na Uninova Hostel v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Uninova Hostel v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Uninova Hostel v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.51), s hodnotením 3.6/5 z 252 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Uninova Hostel v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.51), s hodnotením 3.6/5 z 252 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Uninova Hostel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Riverpark Dance School,Staré Mesto,Medium,7.48,http://www.rdsartgroup.sk/,+421 910 373 373,Overené z raw vstupu: web aj telefón,Hotel: Riverpark Dance School | Mesto: Staré Mesto | Kategória: Tanečná škola | Priorita: Medium (7.48) | Hodnotenie: 4.6/5 z 120 recenzií | Web: http://www.rdsartgroup.sk/ | Telefón: +421 910 373 373 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Riverpark Dance School: krátky postreh,Pozeral som sa na Riverpark Dance School v lokalite Staré Mesto.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Riverpark Dance School v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Riverpark Dance School v lokalite Staré Mesto.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium (7.48), s hodnotením 4.6/5 z 120 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Riverpark Dance School v lokalite Staré Mesto.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium (7.48), s hodnotením 4.6/5 z 120 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Riverpark Dance School.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Ayur Ganesh - Ajurvédske Centrum,Bratislava,Medium,7.47,https://www.ayurganesh.sk/,+421 948 459 865,Overené z raw vstupu: web aj telefón,Hotel: Ayur Ganesh - Ajurvédske Centrum | Mesto: Bratislava | Kategória: Wellness centrum | Priorita: Medium (7.47) | Hodnotenie: 4.9/5 z 81 recenzií | Web: https://www.ayurganesh.sk/ | Telefón: +421 948 459 865 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Ayur Ganesh - Ajurvédske Centrum: krátky postreh,Pozeral som sa na Ayur Ganesh - Ajurvédske Centrum v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Ayur Ganesh - Ajurvédske Centrum v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Ayur Ganesh - Ajurvédske Centrum v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.47), s hodnotením 4.9/5 z 81 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Ayur Ganesh - Ajurvédske Centrum v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.47), s hodnotením 4.9/5 z 81 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Ayur Ganesh - Ajurvédske Centrum.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Masážny salón Mandala,Staré Mesto,Medium,7.45,http://www.mandalacentrum.sk/,+421 944 199 860,Overené z raw vstupu: web aj telefón,Hotel: Masážny salón Mandala | Mesto: Staré Mesto | Kategória: Masér | Priorita: Medium (7.45) | Hodnotenie: 4.7/5 z 80 recenzií | Web: http://www.mandalacentrum.sk/ | Telefón: +421 944 199 860 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Masážny salón Mandala: krátky postreh,Pozeral som sa na Masážny salón Mandala v lokalite Staré Mesto.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Masážny salón Mandala v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Masážny salón Mandala v lokalite Staré Mesto.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium (7.45), s hodnotením 4.7/5 z 80 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Masážny salón Mandala v lokalite Staré Mesto.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium (7.45), s hodnotením 4.7/5 z 80 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Masážny salón Mandala.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Tantra Diamond,Bratislava,Medium,7.4,http://www.tantradiamond.sk/,+421 911 989 484,Overené z raw vstupu: web aj telefón,Hotel: Tantra Diamond | Mesto: Bratislava | Kategória: Erotická masáž | Priorita: Medium (7.4) | Hodnotenie: 4.4/5 z 55 recenzií | Web: http://www.tantradiamond.sk/ | Telefón: +421 911 989 484 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Tantra Diamond: krátky postreh,Pozeral som sa na Tantra Diamond v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Tantra Diamond v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Tantra Diamond v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.4), s hodnotením 4.4/5 z 55 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Tantra Diamond v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.4), s hodnotením 4.4/5 z 55 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Tantra Diamond.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
ZION SPA,Staré Mesto,Medium,7.4,https://zionspa.sk/,+421 2/322 384 51,Overené z raw vstupu: web aj telefón,Hotel: ZION SPA | Mesto: Staré Mesto | Kategória: Wellness centrum | Priorita: Medium (7.4) | Hodnotenie: 4.6/5 z 39 recenzií | Web: https://zionspa.sk/ | Telefón: +421 2/322 384 51 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),ZION SPA: krátky postreh,Pozeral som sa na ZION SPA v lokalite Staré Mesto.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na ZION SPA v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na ZION SPA v lokalite Staré Mesto.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium (7.4), s hodnotením 4.6/5 z 39 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na ZION SPA v lokalite Staré Mesto.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium (7.4), s hodnotením 4.6/5 z 39 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre ZION SPA.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Wellness Modena,Ružinov,Medium,7.35,https://hotelmodena.sk/sukromny-wellness,+421 948 998 488,Overené z raw vstupu: web aj telefón,Hotel: Wellness Modena | Mesto: Ružinov | Kategória: Wellness centrum | Priorita: Medium (7.35) | Hodnotenie: 4.2/5 z 29 recenzií | Web: https://hotelmodena.sk/sukromny-wellness | Telefón: +421 948 998 488 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Wellness Modena: krátky postreh,Pozeral som sa na Wellness Modena v lokalite Ružinov.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Wellness Modena v lokalite Ružinov.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Wellness Modena v lokalite Ružinov.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium (7.35), s hodnotením 4.2/5 z 29 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Wellness Modena v lokalite Ružinov.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium (7.35), s hodnotením 4.2/5 z 29 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Wellness Modena.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Golden cave. thai massage,Bratislava,Medium,7.35,http://www.thajmasaze.sk/,+421 915 565 719,Overené z raw vstupu: web aj telefón,Hotel: Golden cave. thai massage | Mesto: Bratislava | Kategória: Thajský masér | Priorita: Medium (7.35) | Hodnotenie: 4.3/5 z 17 recenzií | Web: http://www.thajmasaze.sk/ | Telefón: +421 915 565 719 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Golden cave. thai massage: krátky postreh,Pozeral som sa na Golden cave. thai massage v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Golden cave. thai massage v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Golden cave. thai massage v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.35), s hodnotením 4.3/5 z 17 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Golden cave. thai massage v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.35), s hodnotením 4.3/5 z 17 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Golden cave. thai massage.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Wellmass coffe & wellness,Bratislava,Medium,7.35,https://www.wellmass.sk/,+421 908 779 351,Overené z raw vstupu: web aj telefón,Hotel: Wellmass coffe & wellness | Mesto: Bratislava | Kategória: Wellness a masáže | Priorita: Medium (7.35) | Hodnotenie: 4.4/5 z 14 recenzií | Web: https://www.wellmass.sk/ | Telefón: +421 908 779 351 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Wellmass coffe & wellness: krátky postreh,Pozeral som sa na Wellmass coffe & wellness v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Wellmass coffe & wellness v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Wellmass coffe & wellness v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.35), s hodnotením 4.4/5 z 14 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Wellmass coffe & wellness v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.35), s hodnotením 4.4/5 z 14 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Wellmass coffe & wellness.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Radio Hotel Bratislava,Bratislava,Medium,7.3,https://www.radiohotel.sk/,+421 911 941 140,Overené z raw vstupu: web aj telefón,Hotel: Radio Hotel Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium (7.3) | Hodnotenie: 1.0/5 z 1 recenzií | Web: https://www.radiohotel.sk/ | Telefón: +421 911 941 140 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Radio Hotel Bratislava: krátky postreh,Pozeral som sa na Radio Hotel Bratislava v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Radio Hotel Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Radio Hotel Bratislava v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.3), s hodnotením 1.0/5 z 1 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Radio Hotel Bratislava v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.3), s hodnotením 1.0/5 z 1 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Radio Hotel Bratislava.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
