account_id,record_rank,source_file,hotel_name,hotel_name_normalized,country_code,city,state,street,website,website_domain,phone,category_name,hotel_type_class,geography_fit,independent_chain_class,ownership_type,review_score,reviews_count,icp_fit_score,icp_fit_class,non_icp_but_keep,fit_confidence,confidence_reason,review_bucket,owner_gm_decision_cycle_signal,contact_discovery_likelihood,ota_visibility_signal,website_quality,chain_signal_confidence,contact_gap_reason,contact_gap_count,why_not_top_tier,rank_bucket,rank_bucket_reason,ranking_reason,ranking_score,priority_score,priority_band,dedupe_status,duplicate_group_id,contact_duplicate_flag,review_flag,review_reason,manual_merge_candidate,source_url,shortlist_reason
acc_4c9d52152bbb,62,raw_bratislava region_2026-04-01_21-01-58-857.csv,"Hotel Orlan ( hotel Ružinov , Hotels )",hotel orlan hotel ru inov hotels,SK,Ružinov,,Strojnícka 4542/99,http://www.orlan.sk/,orlan.sk,+421 915 626 500,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,3.9,447,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,83.37,8.34,Medium-High,unique,hotel orlan hotel ru inov hotels|ru inov|strojn cka 4542 99,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Orlan%20(%20hotel%20Ru%C5%BEinov%20%2C%20Hotels%20)&query_place_id=ChIJHTwThjaPbEcRCVxvwTXHz0U,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_1717dc0b59c8,63,raw_bratislava region_2026-04-01_21-01-58-857.csv,ARCADIA BOUTIQUE HOTEL,arcadia boutique hotel,SK,Staré Mesto,,Františkánska 424/424/3,http://www.arcadiahotel.sk/,arcadiahotel.sk,+421 2/594 905 00,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.6,776,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,82.02,8.2,Medium-High,unique,arcadia boutique hotel|star mesto|franti k nska 424 424 3,no,no,,no,https://www.google.com/maps/search/?api=1&query=ARCADIA%20BOUTIQUE%20HOTEL&query_place_id=ChIJQ9oQtVyJbEcRK_lU89eyLpk,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_71e020d65651,64,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Matyšák,hotel maty k,SK,Staré Mesto,,Pražská 3745/15,http://www.hotelmatysak.sk/,hotelmatysak.sk,+421 2/206 340 01,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.5,838,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,82.0,8.2,Medium-High,unique,hotel maty k|star mesto|pra sk 3745 15,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Maty%C5%A1%C3%A1k&query_place_id=ChIJw8l31FWJbEcRPBMjLeTBY7A,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_64407fe8419b,65,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel West,hotel west,SK,Nové Mesto,,Kamzíkov vrch 3139/10,http://www.hotel-west.sk/,hotel-west.sk,+421 948 907 835,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.2,512,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.94,8.19,Medium-High,unique,hotel west|nov mesto|kamz kov vrch 3139 10,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20West&query_place_id=ChIJI0KYBT6MbEcRfBfiephfqEQ,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_20346605a0c9,66,raw_bratislava region_2026-04-01_21-01-58-857.csv,Aviator Garni Hotel Bratislava,aviator garni hotel bratislava,SK,Ružinov,,Ivanská cesta 69,http://aviatorhotel.sk/,aviatorhotel.sk,+421 2/442 503 12,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.1,752,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.92,8.19,Medium-High,unique,aviator garni hotel bratislava|ru inov|ivansk cesta 69,no,no,,no,https://www.google.com/maps/search/?api=1&query=Aviator%20Garni%20Hotel%20Bratislava&query_place_id=ChIJ3yKIPxiPbEcRJgFem_GWD8s,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_265c8e810578,67,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Set,hotel set,SK,Nové Mesto,,Kalinčiakova 12085/29A,http://www.hotelset.sk/,hotelset.sk,+421 915 930 583,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.5,444,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.89,8.19,Medium-High,unique,hotel set|nov mesto|kalin iakova 12085 29a,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Set&query_place_id=ChIJY0KBKMqObEcRCRwEmWWHl8c,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_d98cf44a6f86,68,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Družba,hotel dru ba,SK,Karlova Ves,,Botanická 6,https://www.hoteldruzba.sk/,hoteldruzba.sk,+421 2/654 200 65,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,3.8,479,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.82,8.18,Medium-High,unique,hotel dru ba|karlova ves|botanick 6,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Dru%C5%BEba&query_place_id=ChIJx1DBeuqLbEcRcdDJ-9dnkcw,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_06eb3b7d85eb,69,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Plus Bratislava,hotel plus bratislava,SK,Ružinov,,Bulharská 72,http://www.hotelyplus.sk/,hotelyplus.sk,+421 2/482 319 20,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,3.4,931,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.78,8.18,Medium-High,unique,hotel plus bratislava|ru inov|bulharsk 72,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Plus%20Bratislava&query_place_id=ChIJOaUXix-PbEcRIg_obIkiWho,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_2ec80f2dd66e,70,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Avion,hotel avion,SK,Ružinov,,Ivanská cesta 15A,https://www.hotelavion.sk/index.php?page=main,hotelavion.sk,+421 901 919 171,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,3.0,515,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.7,8.17,Medium-High,unique,hotel avion|ru inov|ivansk cesta 15a,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Avion&query_place_id=ChIJi1dBiyOPbEcRYB3uXrq-a00,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_aeaf96d34d1c,71,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel EXPO,hotel expo,SK,Petržalka,,Viedenská cesta 7,http://www.hotelexpo.sk/,hotelexpo.sk,+421 2/672 731 21,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,3.5,431,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.66,8.17,Medium-High,unique,hotel expo|petr alka|viedensk cesta 7,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20EXPO&query_place_id=ChIJ6YruUG-JbEcRWPo3EXKqXW8,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_716cea1e66c3,72,raw_bratislava region_2026-04-01_21-01-58-857.csv,"Hotel Remy, s.r.o.",hotel remy s r o,SK,Nové Mesto,,Stará Vajnorská 37A,http://www.remy.sk/,remy.sk,+421 2/444 550 63,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,3.6,385,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.59,8.16,Medium-High,unique,hotel remy s r o|nov mesto|star vajnorsk 37a,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Remy%2C%20s.r.o.&query_place_id=ChIJz39-PwCPbEcR_IcKKBemVdw,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_13ed0bfd1ab2,73,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Esprit,hotel esprit,SK,Petržalka,,Zadunajská cesta 12,http://hotelesprit.sk/,hotelesprit.sk,+421 902 500 300,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.2,319,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.58,8.16,Medium-High,unique,hotel esprit|petr alka|zadunajsk cesta 12,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Esprit&query_place_id=ChIJa7AOpHGJbEcRIbq8zw4bKpQ,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_c15675548e1a,74,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Prim,hotel prim,SK,Nové Mesto,,Stará Vajnorská 3022/37,https://hotelprim.sk/,hotelprim.sk,,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,3.6,776,88.0,Keep,no,8.0,website_present | phone_missing | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,Medium,3.0,Strong,Low,phone_missing,1,phone_missing,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.52,8.15,Medium-High,unique,hotel prim|nov mesto|star vajnorsk 3022 37,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Prim&query_place_id=ChIJz39-PwCPbEcR-4c_mtZjzKo,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_4f832178a986,75,raw_bratislava region_2026-04-01_21-01-58-857.csv,More Than Accommodation,more than accommodation,SK,Petržalka,,Panónska cesta 8,https://www.morethan.sk/,morethan.sk,+421 940 625 100,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.7,154,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,81.35,8.14,Medium-High,unique,more than accommodation|petr alka|pan nska cesta 8,no,no,,no,https://www.google.com/maps/search/?api=1&query=More%20Than%20Accommodation&query_place_id=ChIJU_Jy_J2JbEcRojs0jYHTO0U,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_799a21a7f7a3,76,raw_bratislava region_2026-04-01_21-01-58-857.csv,"Radisson Blu Carlton Hotel, Bratislava",radisson blu carlton hotel bratislava,SK,Bratislava,,Hviezdoslavovo námestie 3,https://www.radissonhotels.com/en-us/hotels/radisson-blu-bratislava-carlton?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:cese+h:SKBTSCAR,radissonhotels.com,+421 2/593 905 00,Hotel,Preferred hotel,Core geography,Chain candidate,Chain-owned or branded candidate,4.6,2892,79.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal,A,top_ranked,strong_icp_fit | preferred_hotel_type | core_geography | has_website,80.17,8.02,Medium-High,unique,radisson blu carlton hotel bratislava|bratislava|hviezdoslavovo n mestie 3,no,yes,possible_chain,no,https://www.google.com/maps/search/?api=1&query=Radisson%20Blu%20Carlton%20Hotel%2C%20Bratislava&query_place_id=ChIJw7WQnEKJbEcRUkWsThGiOlY,Medium-High | A | strong_icp_fit | preferred_hotel_type | core_geography | has_website
acc_b4de01c23369,77,raw_bratislava region_2026-04-01_21-01-58-857.csv,AC Hotel Bratislava Old Town,ac hotel bratislava old town,SK,Bratislava,,Vysoká 2/A,https://www.marriott.com/en-us/hotels/btsar-ac-hotel-bratislava-old-town/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,marriott.com,+421 2/200 200 00,Hotel,Preferred hotel,Core geography,Chain candidate,Chain-owned or branded candidate,4.5,890,79.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal,A,top_ranked,strong_icp_fit | preferred_hotel_type | core_geography | has_website,80.15,8.02,Medium-High,unique,ac hotel bratislava old town|bratislava|vysok 2 a,no,yes,possible_chain,no,https://www.google.com/maps/search/?api=1&query=AC%20Hotel%20Bratislava%20Old%20Town&query_place_id=ChIJHb7R7qyJbEcRjVJd6e7pUhI,Medium-High | A | strong_icp_fit | preferred_hotel_type | core_geography | has_website
acc_3e8f9bfc8a87,78,raw_bratislava region_2026-04-01_21-01-58-857.csv,Park Inn by Radisson Danube Bratislava,park inn by radisson danube bratislava,SK,Bratislava,,Rybné námestie 1,https://www.radissonhotels.com/en-us/hotels/park-inn-bratislava-danube?cid=a:se+b:gmb+c:emea+i:local+e:pii+d:cese+h:SKBTSDAN,radissonhotels.com,+421 2/593 400 00,Hotel,Preferred hotel,Core geography,Chain candidate,Chain-owned or branded candidate,4.3,2417,79.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal,A,top_ranked,strong_icp_fit | preferred_hotel_type | core_geography | has_website,80.11,8.01,Medium-High,unique,park inn by radisson danube bratislava|bratislava|rybn n mestie 1,no,yes,possible_chain,no,https://www.google.com/maps/search/?api=1&query=Park%20Inn%20by%20Radisson%20Danube%20Bratislava&query_place_id=ChIJp0jIC2iJbEcRT6ptovY_epc,Medium-High | A | strong_icp_fit | preferred_hotel_type | core_geography | has_website
acc_fb8f91eea92b,79,raw_bratislava region_2026-04-01_21-01-58-857.csv,FanatiX Squash & Fitness Center,fanatix squash fitness center,SK,Bratislava,,Dunajská 2295/23,http://www.fanatix.sk/,fanatix.sk,+421 949 370 275,Športový komplex,Other lodging,Core geography,Independent candidate,Independent operator candidate,4.3,202,69.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,B,top_tier_candidate,review_fit | independent_signal | core_geography | has_website,79.01,7.9,Medium-High,unique,fanatix squash fitness center|bratislava|dunajsk 2295 23,no,no,,no,https://www.google.com/maps/search/?api=1&query=FanatiX%20Squash%20%26%20Fitness%20Center&query_place_id=ChIJn-Zp6EaJbEcRTQNvI9x4wH4,Medium-High | B | review_fit | independent_signal | core_geography | has_website
acc_92a6c09cd0f1,80,raw_bratislava region_2026-04-01_21-01-58-857.csv,Saunička,sauni ka,SK,Bratislava,,Prievozská 6,http://www.saunicka.sk/,saunicka.sk,+421 948 966 266,Wellness centrum,Other lodging,Core geography,Independent candidate,Independent operator candidate,4.6,60,69.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,B,top_tier_candidate,review_fit | independent_signal | core_geography | has_website,78.79,7.88,Medium-High,unique,sauni ka|bratislava|prievozsk 6,no,no,,no,https://www.google.com/maps/search/?api=1&query=Sauni%C4%8Dka&query_place_id=ChIJzYlL35KJbEcRcDEBba8dXxY,Medium-High | B | review_fit | independent_signal | core_geography | has_website
acc_fbce02df28e5,81,raw_bratislava region_2026-04-01_21-01-58-857.csv,Sheraton Bratislava,sheraton bratislava,SK,Bratislava,,Pribinova 12,https://www.marriott.com/en-us/hotels/btssi-sheraton-bratislava-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,marriott.com,+421 2/353 500 00,Hotel,Preferred hotel,Core geography,Chain candidate,Chain-owned or branded candidate,4.6,1634,79.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal,B,chain_signal,strong_icp_fit | preferred_hotel_type | core_geography | has_website,76.97,7.7,Medium-High,unique,sheraton bratislava|bratislava|pribinova 12,no,yes,possible_chain,no,https://www.google.com/maps/search/?api=1&query=Sheraton%20Bratislava&query_place_id=ChIJYS7WvT-JbEcRN0C1OeRAzCg,Medium-High | B | strong_icp_fit | preferred_hotel_type | core_geography | has_website
acc_707865f71dd9,82,raw_bratislava region_2026-04-01_21-01-58-857.csv,"Grand Hotel River Park, a Luxury Collection Hotel",grand hotel river park a luxury collection hotel,SK,Bratislava,,Dvořákovo nábrežie 6,https://www.marriott.com/en-us/hotels/btslc-grand-hotel-river-park-a-luxury-collection-hotel-bratislava/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,marriott.com,+421 2/322 382 22,Hotel,Preferred hotel,Core geography,Chain candidate,Chain-owned or branded candidate,4.6,1617,79.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal,B,chain_signal,strong_icp_fit | preferred_hotel_type | core_geography | has_website,76.97,7.7,Medium-High,unique,grand hotel river park a luxury collection hotel|bratislava|dvo kovo n bre ie 6,no,yes,possible_chain,no,https://www.google.com/maps/search/?api=1&query=Grand%20Hotel%20River%20Park%2C%20a%20Luxury%20Collection%20Hotel&query_place_id=ChIJnywLnt-LbEcRjox8UmxuK5c,Medium-High | B | strong_icp_fit | preferred_hotel_type | core_geography | has_website
acc_e2884b5525a0,83,raw_bratislava region_2026-04-01_21-01-58-857.csv,Crowne Plaza Bratislava,crowne plaza bratislava,SK,Bratislava,,Hodžovo námestie 2,https://www.ihg.com/crowneplaza/hotels/gb/en/bratislava/btsha/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-SK-_-BTSHA,ihg.com,+421 2/593 481 11,Hotel,Preferred hotel,Core geography,Chain candidate,Chain-owned or branded candidate,4.5,3045,79.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal,B,chain_signal,strong_icp_fit | preferred_hotel_type | core_geography | has_website,76.95,7.7,Medium-High,unique,crowne plaza bratislava|bratislava|hod ovo n mestie 2,no,yes,possible_chain,no,https://www.google.com/maps/search/?api=1&query=Crowne%20Plaza%20Bratislava&query_place_id=ChIJaeVrEVuJbEcRa-AYnk0qGWQ,Medium-High | B | strong_icp_fit | preferred_hotel_type | core_geography | has_website
acc_9481d0300c99,84,raw_bratislava region_2026-04-01_21-01-58-857.csv,DoubleTree by Hilton Bratislava,doubletree by hilton bratislava,SK,Bratislava,,Trnavská cesta 27/A,https://www.hilton.com/en/hotels/btsdidi-doubletree-bratislava/?SEO_id=GMB-EMEA-DI-BTSDIDI,hilton.com,+421 2/323 401 11,Hotel,Preferred hotel,Core geography,Chain candidate,Chain-owned or branded candidate,4.5,2016,79.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal,B,chain_signal,strong_icp_fit | preferred_hotel_type | core_geography | has_website,76.95,7.7,Medium-High,unique,doubletree by hilton bratislava|bratislava|trnavsk cesta 27 a,no,yes,possible_chain,no,https://www.google.com/maps/search/?api=1&query=DoubleTree%20by%20Hilton%20Bratislava&query_place_id=ChIJ28V7o8uObEcRf2RSz2pVWqA,Medium-High | B | strong_icp_fit | preferred_hotel_type | core_geography | has_website
acc_03ac0096d7c6,85,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hostel Alex,hostel alex,SK,Bratislava,,Bojnická 8011/22,http://ubytovna-alex6.webnode.sk/,ubytovna-alex6.webnode.sk,+421 908 206 288,Hostel,Review type,Core geography,Independent candidate,Independent operator candidate,3.9,231,77.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,review_type,B,review_type,strong_icp_fit | independent_signal | core_geography | has_website,76.59,7.66,Medium-High,unique,hostel alex|bratislava|bojnick 8011 22,no,yes,review_type,no,https://www.google.com/maps/search/?api=1&query=Hostel%20Alex&query_place_id=ChIJIy8IQViObEcRJGvRDYSosHk,Medium-High | B | strong_icp_fit | independent_signal | core_geography | has_website
acc_039c33b6b7af,86,raw_bratislava region_2026-04-01_21-01-58-857.csv,Uninova Hostel,uninova hostel,SK,Bratislava,,Dopravná 3079/51,http://www.uninovahostel.sk/,uninovahostel.sk,+421 2/492 080 33,Hostel,Review type,Core geography,Independent candidate,Independent operator candidate,3.6,252,77.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,review_type,B,review_type,strong_icp_fit | independent_signal | core_geography | has_website,76.57,7.66,Medium-High,unique,uninova hostel|bratislava|dopravn 3079 51,no,yes,review_type,no,https://www.google.com/maps/search/?api=1&query=Uninova%20Hostel&query_place_id=ChIJDb49P1qObEcR6oNccJ2XjZ0,Medium-High | B | strong_icp_fit | independent_signal | core_geography | has_website
acc_9255e74c9ffd,87,raw_bratislava region_2026-04-01_21-01-58-857.csv,Penzión Angelika,penzi n angelika,SK,Bratislava,,Pri Suchom mlyne 3871,https://www.hotelangelika.eu/,hotelangelika.eu,+421 902 553 579,Ubytovanie,Review type,Core geography,Independent candidate,Independent operator candidate,3.1,50,77.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,review_type,B,review_type,strong_icp_fit | independent_signal | core_geography | has_website,76.07,7.61,Medium-High,unique,penzi n angelika|bratislava|pri suchom mlyne 3871,no,yes,review_type,no,https://www.google.com/maps/search/?api=1&query=Penzi%C3%B3n%20Angelika&query_place_id=ChIJbafwhwqMbEcRh3cVbZpRrCY,Medium-High | B | strong_icp_fit | independent_signal | core_geography | has_website
acc_cef5a82860a4,88,raw_bratislava region_2026-04-01_21-01-58-857.csv,Dobrá Lipa,dobr lipa,SK,Vajnory,,Roľnícka 242,http://www.dobralipa.sk/,dobralipa.sk,+421 948 115 179,Wellness a masáže,Review type,In-country expansion,Independent candidate,Independent operator candidate,4.8,147,68.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,review_type,B,review_type,review_fit | independent_signal | has_website | has_phone,74.55,7.46,Medium,unique,dobr lipa|vajnory|ro n cka 242,no,yes,review_type,no,https://www.google.com/maps/search/?api=1&query=Dobr%C3%A1%20Lipa&query_place_id=ChIJUSIEwriPbEcRvQf0diP703g,Medium | B | review_fit | independent_signal | has_website | has_phone
acc_a4b6d0ffb2b8,92,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel NH Bratislava Gate One,hotel nh bratislava gate one,SK,Bratislava,,Ambrušova 7,https://www.nh-hotels.com/en/hotel/nh-bratislava-gate-one?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,nh-hotels.com,+421 2/327 701 10,Hotel,Preferred hotel,Core geography,Chain candidate,Chain-owned or branded candidate,4.5,2194,79.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal,B,chain_signal,strong_icp_fit | preferred_hotel_type | core_geography | has_website,73.75,7.38,Medium,unique,hotel nh bratislava gate one|bratislava|ambru ova 7,no,yes,possible_chain,no,https://www.google.com/maps/search/?api=1&query=Hotel%20NH%20Bratislava%20Gate%20One&query_place_id=ChIJDzAsfSOPbEcRHKBdWT49FA8,Medium | B | strong_icp_fit | preferred_hotel_type | core_geography | has_website
acc_fbc04e417f29,93,raw_bratislava region_2026-04-01_21-01-58-857.csv,Vienna House Easy Bratislava,vienna house easy bratislava,SK,Bratislava,,Galvaniho 28,https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796,wyndhamhotels.com,+421 2/322 991 00,Hotel,Preferred hotel,Core geography,Chain candidate,Chain-owned or branded candidate,4.3,2338,79.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal,B,chain_signal,strong_icp_fit | preferred_hotel_type | core_geography | has_website,73.71,7.37,Medium,unique,vienna house easy bratislava|bratislava|galvaniho 28,no,yes,possible_chain,no,https://www.google.com/maps/search/?api=1&query=Vienna%20House%20Easy%20Bratislava&query_place_id=ChIJYUQ2ex-PbEcRK1a3LF8ENa0,Medium | B | strong_icp_fit | preferred_hotel_type | core_geography | has_website
