Task name,Description content,Status,Priority,Hotel name,City,Priority score,Contact phone,Contact website,Subject line,Source file
Lead outreach - ARCADIA BOUTIQUE HOTEL,"Hotel: ARCADIA BOUTIQUE HOTEL
Mesto: Staré Mesto
Priorita band: Medium-High
Skóre: 8.16
Web: http://www.arcadiahotel.sk/
Telefón: +421 2/594 905 00

Hook: Pozeral som sa na ARCADIA BOUTIQUE HOTEL v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na ARCADIA BOUTIQUE HOTEL v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.16), s hodnotením 4.6/5 z 776 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre ARCADIA BOUTIQUE HOTEL.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre ARCADIA BOUTIQUE HOTEL.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,ARCADIA BOUTIQUE HOTEL,Staré Mesto,8.16,+421 2/594 905 00,http://www.arcadiahotel.sk/,ARCADIA BOUTIQUE HOTEL: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Centrum Salvator,"Hotel: Centrum Salvator
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.16
Web: http://www.centrumsalvator.sk/
Telefón: +421 950 507 258

Hook: Pozeral som sa na Centrum Salvator v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Centrum Salvator v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.16), s hodnotením 4.6/5 z 599 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Centrum Salvator.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Centrum Salvator.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Centrum Salvator,Bratislava,8.16,+421 950 507 258,http://www.centrumsalvator.sk/,Centrum Salvator: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Avance,"Hotel: Hotel Avance
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.16
Web: http://www.hotelavance.com/
Telefón: +421 2/592 084 00

Hook: Pozeral som sa na Hotel Avance v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Avance v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.16), s hodnotením 4.6/5 z 595 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Avance.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Avance.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Avance,Bratislava,8.16,+421 2/592 084 00,http://www.hotelavance.com/,Hotel Avance: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Lindner Hotel Bratislava - JDV by Hyatt,"Hotel: Lindner Hotel Bratislava - JDV by Hyatt
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.15
Web: https://www.hyatt.com/en-US/hotel/slovakia/lindner-hotel-bratislava/btsjb?src=corp_lclb_google_seo_btsjb&utm_source=google&utm_medium=organic&utm_campaign=lmr
Telefón: +421 2/399 300 00

Hook: Pozeral som sa na Lindner Hotel Bratislava - JDV by Hyatt v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Lindner Hotel Bratislava - JDV by Hyatt v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 4.5/5 z 2286 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Lindner Hotel Bratislava - JDV by Hyatt.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Lindner Hotel Bratislava - JDV by Hyatt.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Lindner Hotel Bratislava - JDV by Hyatt,Bratislava,8.15,+421 2/399 300 00,https://www.hyatt.com/en-US/hotel/slovakia/lindner-hotel-bratislava/btsjb?src=corp_lclb_google_seo_btsjb&utm_source=google&utm_medium=organic&utm_campaign=lmr,Lindner Hotel Bratislava - JDV by Hyatt: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Matyšák,"Hotel: Hotel Matyšák
Mesto: Staré Mesto
Priorita band: Medium-High
Skóre: 8.15
Web: http://www.hotelmatysak.sk/
Telefón: +421 2/206 340 01

Hook: Pozeral som sa na Hotel Matyšák v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Matyšák v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.15), s hodnotením 4.5/5 z 838 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Matyšák.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Matyšák.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Matyšák,Staré Mesto,8.15,+421 2/206 340 01,http://www.hotelmatysak.sk/,Hotel Matyšák: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel NH Bratislava Gate One,"Hotel: Hotel NH Bratislava Gate One
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.15
Web: https://www.nh-hotels.com/en/hotel/nh-bratislava-gate-one?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb
Telefón: +421 2/327 701 10

Hook: Pozeral som sa na Hotel NH Bratislava Gate One v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel NH Bratislava Gate One v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 4.5/5 z 2194 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel NH Bratislava Gate One.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel NH Bratislava Gate One.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel NH Bratislava Gate One,Bratislava,8.15,+421 2/327 701 10,https://www.nh-hotels.com/en/hotel/nh-bratislava-gate-one?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,Hotel NH Bratislava Gate One: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Felicity Garni Hotel,"Hotel: Felicity Garni Hotel
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.15
Web: https://www.felicityhotel.sk/
Telefón: +421 910 188 288

Hook: Pozeral som sa na Felicity Garni Hotel v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Felicity Garni Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 4.5/5 z 517 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Felicity Garni Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Felicity Garni Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Felicity Garni Hotel,Bratislava,8.15,+421 910 188 288,https://www.felicityhotel.sk/,Felicity Garni Hotel: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Suza,"Hotel: Suza
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.15
Web: http://cuz.sk/
Telefón: +421 915 846 345

Hook: Pozeral som sa na Suza v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Suza v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 3.4/5 z 307 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Suza.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Suza.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Suza,Bratislava,8.15,+421 915 846 345,http://cuz.sk/,Suza: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Antares,"Hotel: Hotel Antares
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.14
Web: http://www.hotelantares.sk/
Telefón: +421 910 785 020

Hook: Pozeral som sa na Hotel Antares v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Antares v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.4/5 z 575 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Antares.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Antares.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Antares,Bratislava,8.14,+421 910 785 020,http://www.hotelantares.sk/,Hotel Antares: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - APLEND CITY Hotel Perugia,"Hotel: APLEND CITY Hotel Perugia
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.14
Web: https://www.aplendcity.com/sk/hotel-perugia
Telefón: +421 902 411 111

Hook: Pozeral som sa na APLEND CITY Hotel Perugia v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na APLEND CITY Hotel Perugia v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.5/5 z 488 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre APLEND CITY Hotel Perugia.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre APLEND CITY Hotel Perugia.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,APLEND CITY Hotel Perugia,Bratislava,8.14,+421 902 411 111,https://www.aplendcity.com/sk/hotel-perugia,APLEND CITY Hotel Perugia: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - PREMIUM Business Hotel Bratislava,"Hotel: PREMIUM Business Hotel Bratislava
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.14
Web: http://www.hotel-premium.sk/
Telefón: +421 2/494 910 55

Hook: Pozeral som sa na PREMIUM Business Hotel Bratislava v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na PREMIUM Business Hotel Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.4/5 z 1281 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre PREMIUM Business Hotel Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre PREMIUM Business Hotel Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,PREMIUM Business Hotel Bratislava,Bratislava,8.14,+421 2/494 910 55,http://www.hotel-premium.sk/,PREMIUM Business Hotel Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Vienna House Easy Bratislava,"Hotel: Vienna House Easy Bratislava
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.13
Web: https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796
Telefón: +421 2/322 991 00

Hook: Pozeral som sa na Vienna House Easy Bratislava v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Vienna House Easy Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 2338 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Vienna House Easy Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Vienna House Easy Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Vienna House Easy Bratislava,Bratislava,8.13,+421 2/322 991 00,https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796,Vienna House Easy Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Best Place Apartments,"Hotel: Best Place Apartments
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.13
Web: http://www.bestplace.city/
Telefón: +421 905 111 123

Hook: Pozeral som sa na Best Place Apartments v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Best Place Apartments v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 611 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Best Place Apartments.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Best Place Apartments.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Best Place Apartments,Bratislava,8.13,+421 905 111 123,http://www.bestplace.city/,Best Place Apartments: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Dobrá Lipa,"Hotel: Dobrá Lipa
Mesto: Vajnory
Priorita band: Medium-High
Skóre: 8.13
Web: http://www.dobralipa.sk/
Telefón: +421 948 115 179

Hook: Pozeral som sa na Dobrá Lipa v lokalite Vajnory.

Cold email:
Dobrý deň,

Pozeral som sa na Dobrá Lipa v lokalite Vajnory.
Pozrel som si váš verejný profil v lokalite Vajnory, s prioritou Medium-High (8.13), s hodnotením 4.8/5 z 147 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Dobrá Lipa.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Dobrá Lipa.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Dobrá Lipa,Vajnory,8.13,+421 948 115 179,http://www.dobralipa.sk/,Dobrá Lipa: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Saffron,"Hotel: Hotel Saffron
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.13
Web: http://www.hotelsaffron.sk/
Telefón: +421 2/212 993 01

Hook: Pozeral som sa na Hotel Saffron v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Saffron v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 2242 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Saffron.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Saffron.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Saffron,Bratislava,8.13,+421 2/212 993 01,http://www.hotelsaffron.sk/,Hotel Saffron: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Ubytovňa Siesta,"Hotel: Ubytovňa Siesta
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.12
Web: https://www.sie-sta.sk/
Telefón: +421 910 379 471

Hook: Pozeral som sa na Ubytovňa Siesta v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Ubytovňa Siesta v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 3.8/5 z 244 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Ubytovňa Siesta.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Ubytovňa Siesta.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Ubytovňa Siesta,Bratislava,8.12,+421 910 379 471,https://www.sie-sta.sk/,Ubytovňa Siesta: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Elisabeth Old Town hotel,"Hotel: Elisabeth Old Town hotel
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.12
Web: http://elisabeth.sk/
Telefón: +421 948 636 260

Hook: Pozeral som sa na Elisabeth Old Town hotel v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Elisabeth Old Town hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 1049 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Elisabeth Old Town hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Elisabeth Old Town hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Elisabeth Old Town hotel,Bratislava,8.12,+421 948 636 260,http://elisabeth.sk/,Elisabeth Old Town hotel: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Blue Bratislava,"Hotel: Hotel Blue Bratislava
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.12
Web: http://www.hotelblue.sk/
Telefón: +421 907 971 016

Hook: Pozeral som sa na Hotel Blue Bratislava v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Blue Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 646 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Blue Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Blue Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Blue Bratislava,Bratislava,8.12,+421 907 971 016,http://www.hotelblue.sk/,Hotel Blue Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel West,"Hotel: Hotel West
Mesto: Nové Mesto
Priorita band: Medium-High
Skóre: 8.12
Web: http://www.hotel-west.sk/
Telefón: +421 948 907 835

Hook: Pozeral som sa na Hotel West v lokalite Nové Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel West v lokalite Nové Mesto.
Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 512 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel West.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel West.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel West,Nové Mesto,8.12,+421 948 907 835,http://www.hotel-west.sk/,Hotel West: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Aviator Garni Hotel Bratislava,"Hotel: Aviator Garni Hotel Bratislava
Mesto: Ružinov
Priorita band: Medium-High
Skóre: 8.11
Web: http://aviatorhotel.sk/
Telefón: +421 2/442 503 12

Hook: Pozeral som sa na Aviator Garni Hotel Bratislava v lokalite Ružinov.

Cold email:
Dobrý deň,

Pozeral som sa na Aviator Garni Hotel Bratislava v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (8.11), s hodnotením 4.1/5 z 752 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Aviator Garni Hotel Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Aviator Garni Hotel Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Aviator Garni Hotel Bratislava,Ružinov,8.11,+421 2/442 503 12,http://aviatorhotel.sk/,Aviator Garni Hotel Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Nivy,"Hotel: Hotel Nivy
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.1
Web: https://www.hotelnivy.sk/
Telefón: +421 2/554 103 90

Hook: Pozeral som sa na Hotel Nivy v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Nivy v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.1), s hodnotením 4.0/5 z 1450 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Nivy.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Nivy.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Nivy,Bratislava,8.1,+421 2/554 103 90,https://www.hotelnivy.sk/,Hotel Nivy: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Set,"Hotel: Hotel Set
Mesto: Nové Mesto
Priorita band: Medium-High
Skóre: 8.09
Web: http://www.hotelset.sk/
Telefón: +421 915 930 583

Hook: Pozeral som sa na Hotel Set v lokalite Nové Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Set v lokalite Nové Mesto.
Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou Medium-High (8.09), s hodnotením 4.5/5 z 444 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Set.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Set.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Set,Nové Mesto,8.09,+421 915 930 583,http://www.hotelset.sk/,Hotel Set: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Brix,"Hotel: Hotel Brix
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.09
Web: http://www.hotelbrix.sk/
Telefón: +421 2/547 919 79

Hook: Pozeral som sa na Hotel Brix v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Brix v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.09), s hodnotením 4.3/5 z 463 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Brix.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Brix.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Brix,Bratislava,8.09,+421 2/547 919 79,http://www.hotelbrix.sk/,Hotel Brix: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Taxis,"Hotel: Hotel Taxis
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.08
Web: https://hoteltaxis.sk/
Telefón: +421 2/207 932 42

Hook: Pozeral som sa na Hotel Taxis v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Taxis v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.08), s hodnotením 3.8/5 z 801 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Taxis.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Taxis.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Taxis,Bratislava,8.08,+421 2/207 932 42,https://hoteltaxis.sk/,Hotel Taxis: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Družba,"Hotel: Hotel Družba
Mesto: Karlova Ves
Priorita band: Medium-High
Skóre: 8.06
Web: https://www.hoteldruzba.sk/
Telefón: +421 2/654 200 65

Hook: Pozeral som sa na Hotel Družba v lokalite Karlova Ves.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Družba v lokalite Karlova Ves.
Pozrel som si váš verejný profil v lokalite Karlova Ves, s prioritou Medium-High (8.06), s hodnotením 3.8/5 z 479 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Družba.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Družba.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Družba,Karlova Ves,8.06,+421 2/654 200 65,https://www.hoteldruzba.sk/,Hotel Družba: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Mama's Design & Boutique Hotel,"Hotel: Mama's Design & Boutique Hotel
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.06
Web: http://www.hotelmamas.sk/
Telefón: +421 2/502 691 00

Hook: Pozeral som sa na Mama's Design & Boutique Hotel v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Mama's Design & Boutique Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.06), s hodnotením 4.5/5 z 412 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Mama's Design & Boutique Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Mama's Design & Boutique Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Mama's Design & Boutique Hotel,Bratislava,8.06,+421 2/502 691 00,http://www.hotelmamas.sk/,Mama's Design & Boutique Hotel: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
